target,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
0,4838,340000,1,3,1,40,0,0,0,0,0,0,77181,59873,60396,63720,65211,60053,5305,3000,5000,3000,5000,6000
0,4839,80000,2,2,1,37,0,0,0,0,0,0,57830,55107,51616,47843,48427,49101,2103,2023,1850,1800,1806,1516
0,4840,260000,2,1,1,36,0,0,0,0,0,-1,122825,88273,91908,90857,-81334,142645,5000,6000,5020,81569,331788,10002
1,4841,50000,2,2,1,37,2,2,2,2,2,3,19068,19947,21124,21480,22822,22171,1500,1800,1000,2000,0,1000
0,4842,730000,1,3,1,56,0,0,0,0,0,0,746814,374028,351588,86927,66111,38491,20500,16500,3000,2000,2000,5000
0,4843,230000,1,5,2,40,2,2,2,0,0,0,119730,120912,111819,93007,92122,61583,5000,0,3700,3986,2900,1057
0,4844,250000,1,1,1,71,0,0,0,0,0,0,173907,177484,177946,159849,145461,141487,6504,6243,5446,4721,4385,7805
0,4845,140000,2,3,1,39,0,0,0,0,0,0,108028,104626,101376,80840,75462,75957,3889,4412,3000,3000,3000,4000
0,4846,80000,1,4,2,30,0,0,0,-2,-2,-2,59292,13943,0,0,0,0,5009,0,0,0,0,0
0,4847,230000,2,2,2,37,2,-1,2,2,-1,0,535,3881,2297,-3,3044,2424,3888,16,0,3047,12,0
0,4848,100000,2,1,2,22,2,0,0,0,0,0,72222,73859,75427,76587,78711,80510,3400,3400,3000,3500,3200,2000
0,4849,450000,2,2,1,53,-2,-2,-2,-2,-2,-2,2542,2545,1158,1103,110,187,2557,1273,1109,0,187,2014
0,4850,180000,1,2,2,26,0,0,0,0,0,0,67276,65363,68877,48958,45255,41870,3000,10000,2000,1500,1500,1600
0,4851,60000,2,1,2,26,-2,-2,-2,-2,-2,-2,17873,5959,2933,2933,4933,1983,3000,1000,0,2000,0,13072
0,4852,170000,1,2,1,38,0,0,0,0,0,-1,157174,139101,192575,157028,135838,125483,9900,83200,0,3006,132854,5003
0,4853,50000,1,2,2,26,0,0,0,0,0,0,47169,48197,47738,47676,46694,47807,1804,1746,1681,1695,1890,4005
0,4854,100000,2,2,1,38,0,0,0,2,2,2,89745,91659,96808,84528,67873,65503,3421,7728,0,5000,2600,0
0,4855,180000,2,1,2,32,-1,-1,2,2,-1,-1,3139,5853,2821,0,2821,0,2821,0,0,2821,0,176
0,4856,300000,2,2,1,28,0,0,0,-1,0,0,30631,14623,9728,28960,26589,18171,1373,1010,42348,0,0,173
0,4857,70000,1,2,2,45,1,2,2,2,2,0,9728,9423,12251,12358,11865,11975,0,3000,600,0,450,500
0,4858,250000,2,1,1,34,2,0,0,2,0,0,138380,141223,156858,151841,152803,155997,5136,17994,0,5469,5656,6811
0,4859,360000,2,3,1,70,-1,-1,2,2,-2,-2,1960,732,735,-10,-10,-10,800,3,0,0,0,0
0,4860,130000,1,2,1,38,0,0,0,0,0,0,123044,122981,102151,90917,92729,93359,4949,4000,3250,3231,3324,3242
1,4861,260000,1,1,1,43,1,-2,-2,-1,0,0,0,0,0,14855,13650,0,0,0,15055,0,0,0
0,4862,120000,2,2,2,29,0,0,0,2,-1,0,9102,10626,15003,9270,46193,30774,2000,5000,0,49920,1500,4000
0,4863,330000,2,1,2,28,1,-2,-2,-2,-2,-2,0,1056,2006,-2,1683,1382,1056,2014,0,1685,1388,967
0,4864,390000,1,1,1,31,0,0,-1,-1,-1,-1,54007,62761,10373,6803,2601,2979,49188,10411,6830,2608,2987,2236
0,4865,150000,2,2,2,29,-1,-1,-1,-1,-1,-1,933,598,1062,0,1810,0,598,1062,0,1810,0,3163
1,4866,130000,2,2,2,24,2,2,-1,0,0,-2,1176,0,41,1062,-201,-201,0,41,1021,0,0,0
1,4867,50000,1,2,2,22,0,0,0,0,0,0,34033,34622,19993,18852,18020,18537,1342,1500,700,651,1000,1000
0,4868,340000,1,2,1,49,0,-1,-1,0,0,0,9983,43418,388126,358617,333690,302528,43418,388126,12500,11000,11000,11180
0,4869,300000,2,2,1,35,0,0,0,0,-1,0,155493,179071,42404,71493,13547,27710,50706,30028,60300,27054,25003,10
0,4870,280000,2,3,1,51,-2,-2,-2,-2,-2,-2,2158,0,0,0,0,0,0,0,0,0,0,0
0,4871,230000,2,2,2,28,0,0,0,0,0,0,33057,33698,36652,38421,37459,54778,1500,4767,3000,3092,17411,5000
0,4872,50000,1,3,2,28,0,0,0,0,0,0,48963,50381,50287,20406,20206,19690,2500,1293,839,870,940,865
1,4873,270000,2,1,1,37,-1,-1,-1,-1,-1,-1,264,264,1191,3691,3445,56264,264,1191,3691,3445,56264,953
0,4874,150000,2,3,1,29,0,0,0,0,0,0,8902,9231,9124,9356,8572,9541,1200,1300,1000,1572,1000,1000
0,4875,50000,1,1,2,25,0,0,0,0,0,0,60200,61600,71000,73000,78000,80000,2000,10000,2000,5000,2000,0
0,4876,120000,1,3,2,50,0,0,0,2,0,0,118506,118930,125089,122242,119996,122049,4500,9000,1609,5000,5000,5000
0,4877,100000,1,1,1,35,1,2,-1,-1,0,0,3515,2975,2342,12016,10203,5323,10,3141,12021,135,507,6
0,4878,180000,2,2,1,33,-1,-1,-1,-1,-1,-1,3490,0,1112,10383,1980,2672,0,1112,10383,1980,2672,2197
0,4879,200000,1,1,2,28,0,0,0,0,0,2,42215,44597,51023,56627,60693,59596,3092,7518,7122,5627,0,2741
1,4880,100000,1,2,2,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
1,4881,320000,1,2,1,37,0,0,0,0,0,0,367670,374631,348144,311004,254598,227869,13200,13006,11500,9000,10000,8000
0,4882,50000,2,2,1,45,0,0,0,0,0,0,40650,42718,45047,45632,46535,47351,2850,3160,1740,1748,1650,3530
0,4883,360000,2,3,1,38,1,2,2,0,0,0,29773,24395,22285,21359,21581,16065,2000,0,687,3864,1065,11500
0,4884,190000,2,3,1,43,0,0,0,0,0,0,93359,95376,98954,101512,106708,109639,3404,4954,4512,6708,4639,4793
0,4885,110000,1,3,2,44,0,0,0,0,0,0,102274,103275,105225,83722,78894,74659,3734,3653,2914,2627,2624,4138
0,4886,200000,2,1,2,26,-2,-2,-2,-2,-2,-2,2364,442,33442,2140,964,2075,442,33448,2140,964,2075,7511
0,4887,60000,2,2,2,34,2,0,0,0,0,-1,60707,59675,59690,59513,28494,29149,2102,2922,1586,570,31110,1212
0,4888,240000,1,1,1,35,-1,-1,-1,0,-1,-1,2024,2007,21790,17102,13367,22659,2017,21817,1120,13434,22772,22820
1,4889,180000,1,3,0,27,-2,-2,-2,-2,-2,-2,349,1257,1097,243,323,155,1260,1104,243,323,155,209
0,4890,110000,1,1,2,26,0,0,0,0,0,0,57861,47409,47743,45654,26525,22937,2191,1525,18236,1500,2000,1000
0,4891,90000,1,2,1,41,-1,-1,0,0,0,0,-1750,76674,77974,80064,81747,86611,79786,2836,3657,2972,6228,0
0,4892,130000,2,1,2,27,0,0,0,0,-1,-1,37319,38252,46741,42881,367,46265,2031,10000,1000,367,61170,1200
0,4893,150000,2,2,1,30,-1,-1,0,0,-1,-1,35213,115041,135090,80085,35940,38460,115041,66066,2031,35940,38460,41154
0,4894,120000,1,1,1,43,-1,-1,-1,-1,-2,-1,165,0,788,0,0,495,0,788,0,0,495,0
0,4895,110000,1,2,2,40,0,0,0,0,0,0,109191,110937,108869,43207,42954,43839,5000,3814,2000,1600,1600,1600
0,4896,240000,2,2,1,37,0,0,0,0,-1,0,51277,51999,52613,21696,22807,22877,10006,10000,10000,22807,10000,11109
0,4897,120000,2,1,2,24,0,0,0,0,0,0,78304,79348,81881,82628,84404,86096,2900,3850,3000,3100,3088,3151
0,4898,210000,2,1,1,38,-1,-1,-2,-2,-1,-1,29504,0,0,0,1742,0,0,0,0,1742,0,22854
1,4899,460000,1,1,1,40,2,-1,-1,-1,-1,-1,171,2715,-13,2641,-10,22535,2728,0,2654,0,22545,0
0,4900,120000,2,2,1,37,0,0,0,2,0,0,12006,13024,14795,14313,14762,14902,1171,1942,0,626,478,495
1,4901,280000,2,1,2,37,0,0,0,0,0,0,280323,284176,283680,273446,279458,269333,10505,10424,10047,10683,10073,9084
0,4902,290000,2,1,2,24,1,-2,-2,-1,0,-1,0,0,0,2700,1350,1350,0,0,2700,0,1350,8334
0,4903,260000,1,2,2,33,0,0,0,0,0,-1,19152,19934,21693,25492,29876,416,5000,5000,5000,5000,416,566
1,4904,20000,1,1,2,28,1,2,0,0,2,2,8469,8187,9097,10935,10463,11295,0,1200,2000,0,1000,0
1,4905,10000,1,1,2,23,1,2,0,0,0,2,9020,8707,8519,9505,10127,9677,0,1391,1300,900,0,500
0,4906,80000,2,3,2,55,1,-1,0,0,0,0,78910,80362,77986,78803,50140,47757,84361,3837,3141,2000,2000,2000
1,4907,180000,1,2,2,32,-1,-1,-1,-1,-1,-1,1071,1671,1981,4241,4542,5261,1671,1981,4241,4542,5261,4731
0,4908,400000,2,2,1,34,0,0,0,0,0,0,45514,42620,28584,40673,38068,24418,4854,5005,14218,1722,1438,3381
0,4909,20000,1,2,1,52,0,0,0,0,0,0,15768,16792,18105,18157,18538,19200,1285,1598,650,674,971,580
0,4910,180000,2,1,1,48,-2,-2,-2,-2,-2,-2,8308,437,21645,5800,24283,11545,440,21849,5829,24404,11602,5819
1,4911,50000,1,2,2,27,2,0,0,0,0,0,48387,47637,48479,18616,19196,17906,2300,2100,1000,1000,1000,680
0,4912,260000,2,1,1,39,0,0,0,0,0,0,256557,188370,186778,184132,189947,89016,6726,6637,7784,10000,3500,3434
0,4913,120000,2,2,2,23,0,0,2,0,0,0,39517,42543,41583,42736,43806,44623,4000,0,2000,1600,1500,1557
0,4914,90000,2,1,1,36,-1,-1,-1,-1,-1,-1,3860,1770,2135,316,3491,1716,1826,2150,316,3491,1716,2706
1,4915,80000,1,2,1,36,2,2,4,4,3,2,600,600,600,600,300,150,0,0,0,0,0,1000
0,4916,160000,1,2,2,27,-1,-1,-1,-1,-1,0,390,390,390,0,780,390,390,390,0,1170,0,540
1,4917,180000,2,1,2,32,2,2,2,2,2,2,73618,76990,78181,82645,84739,83282,4500,3000,5700,3500,0,3200
1,4918,210000,2,1,1,34,-1,-1,-1,-1,-2,-2,2501,639,699,0,0,0,639,699,0,0,0,0
1,4919,50000,2,2,2,41,0,0,0,0,-2,-2,43885,45408,36025,0,0,0,2408,2025,0,0,0,0
0,4920,230000,1,2,1,35,0,0,2,0,0,0,28827,36326,35448,36551,37460,38831,8000,0,2000,1500,2000,1500
0,4921,180000,2,3,1,43,-1,-1,-1,-1,-1,0,3122,-26214,98834,34677,55634,44325,16,130000,40057,56000,10000,66000
0,4922,150000,2,2,1,37,0,0,0,0,0,-2,144744,147891,116541,114511,0,0,4610,2336,2290,0,0,0
1,4923,40000,2,1,2,26,2,2,2,2,2,2,26487,27255,26532,29089,28522,28914,1500,0,3000,200,1000,1200
0,4924,50000,1,1,2,25,0,0,0,0,0,-1,15639,10504,11824,13018,12303,18584,1200,1500,1500,281,18584,1000
0,4925,400000,2,2,1,30,0,0,0,0,0,0,30667,31160,23054,8453,10387,9222,5034,2086,2025,5006,543,1711
0,4926,30000,2,3,1,51,0,0,2,2,2,0,22373,25363,23582,21422,18302,16527,3400,1400,1000,700,1000,488
0,4927,130000,2,2,2,22,1,-2,-1,2,2,-2,0,0,1485,299,0,0,0,1485,0,0,0,0
1,4928,50000,1,1,2,29,-1,2,2,2,2,0,53746,51631,50880,51034,46154,42852,0,5160,1753,0,1508,5000
0,4929,300000,2,2,2,36,-1,-1,-1,0,0,0,8310,2592,77000,78718,80908,90495,2592,77000,3000,3500,11100,0
0,4930,130000,1,2,1,35,0,0,0,-2,-2,-2,129902,134400,0,0,0,0,7000,0,0,0,0,0
0,4931,60000,1,2,1,39,0,0,0,0,0,0,59929,35338,22856,22122,19531,16594,2110,2000,200,467,500,4100
0,4932,180000,2,1,2,33,0,0,0,0,0,0,18205,22876,26930,29530,47722,2500,5000,5000,3000,0,0,2598
0,4933,220000,1,1,1,32,-2,-2,-2,-2,-2,-2,8757,-2323,-3322,-3322,-3622,-2852,9,23000,0,0,3000,0
0,4934,280000,2,1,1,39,-1,-1,-1,-1,-1,-2,1451,9152,335,2300,0,0,9152,335,2322,0,0,9436
0,4935,50000,2,1,2,25,0,0,-1,0,0,0,4705,9557,7861,8984,10664,7292,5000,7861,1320,2000,6000,10000
1,4936,110000,2,3,2,29,0,0,0,0,0,0,101006,104474,106332,106906,108952,110444,5300,5300,4000,4100,4631,4404
1,4937,60000,2,2,2,28,1,-1,-1,2,-1,-1,0,1672,836,836,780,390,1672,836,0,780,390,0
0,4938,50000,2,2,2,27,0,0,0,0,0,0,162865,167086,169217,18056,18179,18563,5000,3703,1000,660,686,638
0,4939,60000,2,2,1,40,0,0,0,0,0,0,57030,48742,35628,31738,28217,29817,5000,2000,1022,1009,5000,1000
0,4940,150000,2,1,2,38,-1,-1,-2,-2,-2,-2,675,0,0,0,0,0,0,0,0,0,0,0
0,4941,120000,2,2,2,24,0,0,0,0,0,2,112336,113351,115515,113948,122127,121962,4200,4100,4100,10000,4560,0
0,4942,130000,1,3,2,33,0,0,0,0,0,0,126592,123377,59064,46825,46730,47775,5264,2188,2500,1122,1500,1200
0,4943,250000,1,1,1,32,-1,-1,0,0,0,0,207,4907,6833,8766,9539,9779,4907,2000,2000,1000,319,247
0,4944,420000,1,1,2,32,-2,-2,-2,-2,-2,-1,11728,8860,4829,12181,7597,17772,8904,4866,12241,7635,17858,10057
1,4945,70000,2,1,2,25,0,0,0,0,0,0,66738,68601,65615,66429,67858,69723,3005,3000,2500,2500,3000,1400
0,4946,360000,1,2,2,30,0,0,0,-1,-1,-1,282222,154050,0,18,18,18,7100,0,18,0,0,2034
1,4947,80000,2,2,2,24,0,0,0,0,0,2,9933,11111,9998,8950,9415,5700,1370,1233,261,549,400,0
0,4948,60000,1,2,2,22,1,3,2,0,0,0,25300,23150,20999,21423,19049,18282,0,0,1000,1000,1000,1000
0,4949,50000,1,1,1,25,0,0,2,0,0,0,5472,5891,6595,8400,4041,4815,1500,1000,2000,1000,1000,2000
0,4950,20000,2,2,1,31,1,-1,-1,-1,-1,-1,-19,3350,883,470,240,0,4540,883,470,240,0,0
1,4951,140000,2,1,1,40,2,2,2,2,2,2,21952,27540,31785,30980,33162,32497,6300,5000,0,3000,0,3000
0,4952,50000,1,3,2,30,0,0,0,0,0,0,46860,48581,48968,18949,19181,20245,2500,1700,1600,811,2000,0
0,4953,80000,2,2,2,28,0,0,0,2,2,2,44739,46708,49611,50496,51543,50563,3000,4000,2000,2000,0,5000
0,4954,180000,2,2,2,32,-2,-2,-2,-2,-2,-2,0,0,1980,0,0,858,0,1980,0,0,858,0
0,4955,16000,2,2,1,48,2,2,0,0,0,0,4577,4358,5366,5473,5750,6995,0,1089,196,365,1500,0
0,4956,80000,2,1,1,50,0,0,0,0,-2,-1,30711,28729,7605,0,0,3011,1957,1000,0,0,3011,2000
0,4957,210000,1,1,1,40,0,0,0,0,2,0,23764,21911,23204,19709,14418,13366,1367,1777,1577,0,1366,3130
0,4958,50000,1,2,2,36,-1,-1,-1,-1,-1,-1,1261,1261,1665,1261,1261,390,1261,1665,1261,1261,390,390
1,4959,90000,1,1,2,27,-1,-1,-1,-1,-1,-1,1040,3953,6986,868,350,874,3963,6986,868,350,874,548
0,4960,360000,2,2,2,44,-1,-1,-1,-1,-1,-1,10311,2758,1397,298,7950,60097,2758,1397,298,7950,60097,1200
0,4961,100000,2,2,1,43,-1,-1,-1,-1,-1,0,21293,70962,9217,1845,41194,40325,70973,9226,1845,41194,2920,1374
0,4962,20000,2,2,1,34,0,0,0,0,0,-1,5185,6547,8879,10926,17536,2090,2000,3000,3000,7000,2090,0
0,4963,360000,2,3,2,46,-1,-1,-1,-1,-1,-1,15219,26544,36301,45883,16789,6159,26796,36582,46112,16873,6190,22167
0,4964,90000,2,2,1,32,1,-1,-1,-1,-1,-1,0,323,0,2520,1651,0,323,0,2520,1651,0,0
0,4965,20000,2,2,1,63,-1,2,2,0,-1,-1,858,2310,1716,929,978,0,1716,0,0,978,0,0
1,4966,260000,1,1,1,37,0,0,3,2,2,2,163553,192724,188441,191134,193673,197104,32000,0,7100,7000,6500,7000
0,4967,50000,1,2,1,33,0,0,0,0,0,0,28086,29088,25692,24336,20243,18995,1500,2000,1410,1000,1000,1000
0,4968,150000,2,2,2,27,0,0,0,0,0,0,146778,139111,134382,134593,91112,68482,6554,10000,4749,3304,2285,700
0,4969,340000,2,2,2,27,-1,-1,-1,-1,-1,-1,24583,1954,11271,6559,1924,10057,1964,11337,6591,1933,10072,33
0,4970,160000,2,2,1,42,2,2,-2,-2,-2,-2,346,0,0,0,0,0,0,0,0,0,0,0
0,4971,230000,1,1,1,38,-1,-1,-1,-1,-1,-1,1088,2444,2905,4868,2870,3085,2451,2911,4882,2878,3085,950
0,4972,120000,2,1,2,27,-1,-1,-1,-1,-1,2,3215,700,700,10673,9671,9332,700,700,10673,2550,0,10000
0,4973,50000,2,1,2,23,0,0,0,0,-1,0,48482,47226,11151,-2897,48211,48154,2500,3002,1500,52000,1900,1800
1,4974,10000,2,3,2,53,0,-1,2,-1,-1,-2,1473,2095,622,149,-1324,-797,2095,0,1000,0,2000,0
1,4975,230000,2,1,2,27,-1,-1,-1,-1,-1,-2,17077,22420,57255,34289,0,0,22437,57326,34311,0,0,0
1,4976,20000,1,3,1,23,-1,-1,0,0,0,0,3675,19316,19844,19844,20388,19554,19316,1261,651,803,747,155
0,4977,50000,1,1,2,28,0,0,0,0,0,0,28639,29482,30455,28955,25959,26144,2100,2000,1000,600,3000,0
1,4978,80000,2,2,1,47,-2,-2,-2,-2,-2,-1,966,0,647,1988,1049,1466,0,647,1990,1049,1466,6309
0,4979,150000,2,2,2,24,0,0,0,0,0,0,143212,137963,139520,99814,100810,103233,5500,5500,4500,3500,4000,4000
0,4980,110000,1,2,2,38,0,0,0,0,0,0,95925,98331,100751,102496,80116,69391,4000,4000,3500,2500,2290,2060
1,4981,340000,1,1,2,25,-1,0,0,0,0,0,239715,421651,203784,181490,154478,135259,10469,6618,5168,5014,5398,2738
1,4982,80000,2,1,1,34,-1,2,2,2,2,3,4269,4057,5326,5092,6008,5618,0,1500,0,1000,0,1000
0,4983,110000,2,1,3,33,0,0,0,0,0,0,165090,106448,103618,79687,76742,77096,4259,3212,28246,2730,2834,2711
1,4984,60000,2,1,2,33,0,0,2,0,-1,-1,11237,20978,12861,7888,7463,3192,10000,0,0,7463,6384,18704
1,4985,40000,2,1,2,27,-1,-1,0,0,0,-1,32540,14163,30107,31567,32583,31309,14163,20000,3000,3000,31749,0
0,4986,140000,1,3,1,54,-1,-1,-1,-1,-1,-1,1045,1947,998,955,1976,1895,1952,1001,957,1981,1900,1822
0,4987,80000,1,1,2,38,-1,0,0,0,0,0,21788,32562,23346,18361,10434,7387,16445,1482,1011,8,111,3509
1,4988,20000,1,1,2,30,2,2,2,2,0,0,16855,17272,19820,19104,19646,20527,1000,2832,0,658,1151,0
0,4989,50000,2,2,2,23,-1,0,0,2,0,0,9101,10446,12595,11449,9914,9875,1502,2651,500,500,500,500
0,4990,260000,2,1,2,28,1,-2,-1,-1,-2,-2,0,0,355,2165,2165,0,0,355,2835,335,335,335
0,4991,290000,2,2,1,34,0,0,0,0,0,0,16196,17220,18231,18593,18986,19967,1292,1303,665,692,1300,636
0,4992,290000,1,1,1,56,0,0,0,0,0,0,222000,226917,415700,232732,220460,224780,10013,8501,15018,10001,7997,7624
0,4993,90000,1,1,2,36,0,0,0,2,0,0,87678,84296,53990,51752,50346,48811,3573,5100,0,200,20,1146
0,4994,230000,2,1,1,36,-2,-2,-2,-2,-2,-2,3240,0,0,0,0,0,0,0,0,0,0,0
1,4995,20000,2,1,2,28,2,2,2,2,2,2,15522,18442,17862,19756,19143,21671,3186,0,2500,0,3000,0
0,4996,320000,1,1,1,40,-1,-1,-1,-1,-1,-1,430,430,430,430,430,430,430,430,430,430,430,430
0,4997,50000,1,1,1,49,0,0,0,0,0,0,50430,46924,48351,28442,29481,30232,2500,2500,1500,1500,1256,1018
0,4998,220000,2,1,2,30,0,0,0,-1,0,0,213525,141764,53019,143408,136786,130596,6439,2261,143408,4754,4740,5190
1,4999,290000,1,1,1,53,2,0,0,0,0,0,279610,282024,282508,284660,255892,238266,13000,10200,10265,8803,8300,8546
0,5000,220000,2,2,1,54,-1,-1,0,-1,-1,2,264,1138,3874,264,3105,2074,1138,3000,264,3105,0,264
0,5001,20000,1,3,2,41,1,2,-1,-1,-1,-1,9913,3261,1491,390,390,390,50,1491,2500,390,390,0
0,5002,300000,2,1,1,59,-1,-1,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0
1,5003,30000,1,2,2,30,2,2,2,2,2,2,20732,21451,20808,21761,22762,23139,1347,0,1300,1500,900,0
0,5004,90000,2,2,1,42,-1,-1,-1,-1,-1,-1,1367,2086,2987,5850,2720,4541,2086,2987,5856,2720,4541,11387
0,5005,90000,2,1,2,25,-1,-1,-1,-1,0,0,9359,-5,1881,7638,4464,26224,0,1886,7650,1005,23773,1000
0,5006,80000,1,2,1,39,0,0,0,0,0,0,37712,38713,39750,40771,42087,43409,1626,1663,1684,2000,2000,2000
0,5007,300000,1,2,2,35,0,0,0,0,0,0,276536,206885,169901,170540,152188,101485,26531,10017,9123,10259,5079,3816
0,5008,210000,2,3,1,40,-1,-1,0,0,0,0,2309,4791,4909,6588,9074,8651,4791,1909,2588,3074,3651,6349
0,5009,280000,2,2,2,29,-2,-2,-2,-2,-2,-1,0,0,0,0,0,5017,0,0,0,0,5017,101
0,5010,340000,1,2,1,35,0,0,0,0,0,0,39229,40747,41930,43397,44710,46143,2000,2000,2000,2000,2000,2000
0,5011,50000,1,2,2,37,0,0,0,0,0,0,44756,45746,47010,47277,17410,17002,1736,2000,1267,1000,620,1000
1,5012,20000,1,1,2,38,0,0,0,0,0,0,15255,16507,16842,15151,16741,20540,5006,4015,2006,7137,18000,202
0,5013,200000,2,2,2,36,-1,-1,-1,-2,-2,-1,1371,4068,0,0,0,980,4077,0,0,0,980,0
0,5014,160000,2,1,1,41,-1,-1,-1,-1,-1,-1,24411,7944,1080,0,40100,18899,7944,1080,0,40100,18899,4180
1,5015,30000,2,2,1,54,0,0,0,0,0,-1,33494,32978,32415,30324,31124,25502,2506,2430,1300,1000,34436,950
1,5016,50000,1,2,1,38,0,0,0,0,0,0,49695,49848,49557,49233,49068,48542,2200,2100,2000,2000,1700,1900
1,5017,100000,1,1,1,33,2,2,0,0,0,0,94257,78728,65747,67046,69938,74800,0,3100,3000,4000,6000,0
0,5018,230000,2,1,2,31,0,0,0,0,0,0,81734,82238,80623,90997,62063,62003,3687,4539,2220,3214,2407,2061
0,5019,90000,2,3,1,55,0,0,0,0,0,0,23379,23715,24310,24561,22829,22486,1402,1387,1028,816,804,987
1,5020,20000,2,2,2,25,0,0,0,0,0,0,19223,18206,19195,38040,20009,20138,1293,1397,836,1653,565,206
1,5021,160000,1,1,2,27,-1,-1,-2,-2,-2,-2,165,0,0,0,0,0,0,0,0,0,0,0
0,5022,180000,2,2,2,27,0,0,0,0,-1,-1,16996,9049,9744,8907,557,0,1249,1144,1907,557,0,0
0,5023,300000,2,1,2,29,-2,-2,-1,0,0,0,-1282,-1282,132218,133533,136877,139940,0,133500,5000,5500,5500,5500
0,5024,210000,2,1,2,26,1,2,0,0,0,0,7271,4951,1815,3789,4721,5641,6,1600,2000,1000,1000,0
1,5025,30000,1,1,2,33,-1,3,2,-1,0,0,31724,30923,29928,29498,27025,0,0,0,31200,541,0,0
0,5026,20000,1,1,2,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,5027,80000,1,2,2,36,-2,-2,-2,-2,-2,-2,59223,26241,10387,74864,74305,0,1141,10725,74864,1486,0,0
0,5028,340000,2,2,1,26,0,0,0,0,0,0,95878,97594,99835,102801,106263,98797,4500,5000,6000,7000,6000,30000
0,5029,220000,1,3,2,41,0,0,0,0,0,0,193903,176755,147558,102365,63842,43252,8000,7000,3500,1500,2000,1000
1,5030,20000,1,2,2,25,0,0,0,0,0,0,19770,19463,20998,19468,36702,0,1465,4000,0,367,0,0
0,5031,20000,1,2,1,37,0,0,0,0,0,-2,16436,17584,18166,8190,8190,0,1418,1000,3144,0,0,0
1,5032,60000,2,2,1,40,0,0,0,-1,-1,-1,28738,30216,23720,1569,5580,2211,4000,1010,1569,5580,2211,0
0,5033,160000,2,2,2,44,0,0,0,0,0,0,118809,125323,170449,96739,126139,154884,10000,50000,20000,30000,30000,5000
0,5034,450000,1,1,2,26,0,0,0,-1,-1,-1,20571,37283,43482,5626,73516,11854,20000,20006,5676,74306,11889,13347
0,5035,210000,1,2,1,53,0,0,0,0,0,0,170760,174141,177856,181002,184690,188813,7700,8000,7600,6700,7100,6900
0,5036,140000,1,1,1,35,1,2,0,0,2,2,91296,88979,97448,105795,103988,110769,0,10000,10000,0,8500,4100
0,5037,100000,2,1,1,38,-1,-1,-1,-1,-1,-1,1669,710,1824,1968,0,640,710,1824,1968,0,640,0
1,5038,80000,2,1,1,45,1,2,0,0,2,0,74081,72329,74409,78180,76831,79570,0,3300,5600,0,4000,4000
0,5039,50000,1,3,1,53,0,0,0,0,0,0,49696,50893,50532,19632,18573,17212,2000,2000,1000,763,626,3639
0,5040,240000,2,2,2,26,0,0,0,0,0,0,141315,128940,124226,113133,113966,103360,6349,5834,3870,4000,3825,3520
0,5041,240000,2,1,2,46,2,2,-2,-1,0,-1,456,0,0,2240,1681,2267,0,0,2240,0,2267,3074
0,5042,70000,2,3,2,22,0,0,0,0,0,0,53443,49938,39926,18648,5022,5935,3000,2500,2500,1000,1000,500
0,5043,100000,2,3,2,58,0,0,0,0,0,0,43386,44686,45634,46576,47519,51404,2000,2000,2000,2000,5000,30000
0,5044,180000,2,3,1,43,-1,-1,-1,-1,-1,-1,1473,22969,27315,13315,8194,12800,22969,27392,13315,9000,12800,9460
0,5045,130000,2,3,2,50,-1,-1,-1,-1,0,0,390,52180,206,3265,5661,7026,107767,206,3265,3000,2000,2000
1,5046,50000,1,3,1,38,2,0,0,2,2,0,37501,34942,37502,34653,31352,29605,2000,3455,1007,8,2002,2029
0,5047,80000,2,2,1,40,-1,0,-1,-1,-1,-1,5143,8351,3234,1819,1909,1909,6458,3917,1819,2299,1909,3069
0,5048,140000,1,5,2,26,0,0,0,0,0,0,136013,136953,133265,82163,83238,85383,5300,6350,2900,2950,4000,3576
0,5049,400000,2,2,1,29,0,0,0,0,0,0,400134,398857,404205,360199,356656,364089,17000,15029,30000,12000,12000,23000
1,5050,100000,2,1,2,24,3,2,2,2,0,0,100016,97562,104365,101783,101603,103457,0,8440,0,3873,7733,0
0,5051,290000,1,2,1,33,-1,-1,-1,-1,-1,-1,1300,0,500,1000,3441,2415,0,500,1000,3441,2415,1643
0,5052,80000,2,1,2,29,2,2,2,2,2,0,54313,57988,59271,60013,58453,60155,4600,2800,2300,0,2800,6300
0,5053,360000,2,1,2,30,-2,-2,-2,-2,-2,-2,750,1166,398,0,418,1840,1166,398,0,418,1840,0
0,5054,200000,1,1,2,36,-1,-1,-1,-1,-1,-1,396,396,396,396,396,396,396,396,396,396,396,396
0,5055,30000,2,2,2,40,-1,-1,-2,-2,-1,-1,944,-764,-1202,-2230,6770,9579,0,0,0,9000,4653,0
